id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
62042137,66234850,21000.0,21000.0,21000.0, 60 months,14.65,495.74,C,C5,U.S. Probation Officer,10+ years,OWN,90000.0,Verified,Oct-2015,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62042137,,credit_card,Credit card refinancing,871xx,NM,18.17,0.0,Dec-2004,1.0,,,10.0,0.0,67705.0,63.4,20.0,w,21000.0,21000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,92462.0,,,,,,,,,,,,106800.0,,,
38659596,41443527,6500.0,6500.0,6500.0, 36 months,14.99,225.3,C,C5,school security agent,10+ years,MORTGAGE,37000.0,Source Verified,Jan-2015,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38659596,,other,Other,857xx,AZ,17.68,0.0,Apr-1981,0.0,26.0,,14.0,0.0,18070.0,75.0,26.0,f,5295.49,5295.49,1825.43,1825.43,1204.51,620.92,0.0,0.0,0.0,Oct-2015,225.3,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,146654.0,,,,,,,,,,,,24100.0,,,
48755939,52004708,6400.0,6400.0,6400.0, 36 months,9.17,204.03,B,B2,CDL transport drivet,1 year,RENT,65000.0,Source Verified,May-2015,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=48755939,,credit_card,Credit card refinancing,958xx,CA,17.2,1.0,Oct-1991,1.0,17.0,81.0,12.0,1.0,6705.0,47.9,18.0,f,5612.44,5612.44,1016.89,1016.89,787.56,229.33,0.0,0.0,0.0,Oct-2015,204.03,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,42556.0,,,,,,,,,,,,14000.0,,,
20959574,23242420,8400.0,8400.0,8400.0, 36 months,11.67,277.68,B,B4,,,RENT,28000.0,Verified,Jul-2014,Default,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=20959574,,credit_card,Credit card refinancing,481xx,MI,28.93,0.0,Nov-1983,0.0,,82.0,6.0,1.0,4035.0,69.6,14.0,f,5698.03,5698.03,3609.84,3609.84,2701.97,907.87,0.0,0.0,0.0,Aug-2015,277.68,Feb-2016,Jun-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,24225.0,,,,,,,,,,,,5800.0,,,
36271102,38982488,4000.0,4000.0,4000.0, 36 months,12.39,133.61,C,C1,Admin,3 years,RENT,20000.0,Not Verified,Dec-2014,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=36271102,,debt_consolidation,Debt consolidation,336xx,FL,8.94,0.0,Nov-2004,0.0,,,6.0,0.0,3290.0,19.9,8.0,f,3135.05,3135.05,1196.98,1196.98,864.95,332.03,0.0,0.0,0.0,Oct-2015,133.61,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,28120.0,,,,,,,,,,,,16500.0,,,
22242459,24565305,2000.0,2000.0,2000.0, 36 months,12.49,66.9,B,B5,,,RENT,19000.0,Verified,Jul-2014,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=22242459,,credit_card,Credit card refinancing,705xx,LA,27.48,0.0,Jul-1999,1.0,34.0,64.0,7.0,1.0,2304.0,48.0,32.0,w,1216.16,1216.16,1072.85,1072.85,783.84,289.01,0.0,0.0,0.0,Jan-2016,108.8,Jan-2016,Jan-2016,0.0,43.0,1.0,INDIVIDUAL,,,,0.0,0.0,6693.0,,,,,,,,,,,,4800.0,,,
49209170,52517909,3600.0,3600.0,3600.0, 36 months,12.69,120.77,C,C2,Currency Manager,3 years,OWN,14000.0,Source Verified,May-2015,Default,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=49209170,,small_business,Business,960xx,CA,10.81,0.0,Dec-2004,0.0,,,2.0,0.0,9928.0,24.2,6.0,f,3349.27,3349.27,355.97,355.97,250.73,105.24,0.0,0.0,0.0,Aug-2015,120.77,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,9928.0,,,,,,,,,,,,41000.0,,,
15660784,17753218,5000.0,5000.0,5000.0, 36 months,18.25,181.39,D,D3,Accounting Clerk,10+ years,RENT,33000.0,Source Verified,May-2014,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=15660784,,debt_consolidation,Debt consolidation,606xx,IL,10.0,0.0,Aug-1981,1.0,,57.0,8.0,1.0,5519.0,44.2,27.0,w,0.0,0.0,5640.8,5640.8,5000.0,640.8,0.0,0.0,0.0,Feb-2015,4189.68,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,5519.0,,,,,,,,,,,,12500.0,,,
228892,228788,23000.0,23000.0,1274.99696914, 36 months,12.36,767.89,D,D1,Chopsticks Asian Cuisine,3 years,RENT,95000.0,Not Verified,Jan-2008,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=228892,"Purpose of loan: Payoff credit card debt and build for future now!   Hello my friends and community members!  First of all I would like to thank you in reading my request and opportunity.  My family and I run/own a small restaurant in Minnesota.  We are currently looking to expand our business within the metro area.  When we first started out my family took out several high interest credit cards and loans to pay for our business expenses.  We now are a fairly successful restaurant, but personally we need this loan because it is affecting my entire families ability to pay our bills.  We will use this loan to pay off all of the high interest credit card bills so we can concentrate more on making money and building the company.  We could definatley use your help.  Thank you.    My financial situation: (explain why you are a good candidate for paying back this loan) I feel that I am a good candidate of paying back this loan because I have experience, integrity, and the innovation in not only helping repay my investors but most importantly putting the food on the table for my family.  My wife and kids are my life and without them I would be nothing.  I have not been late on a loan or missed a payment for 7 years since I first entered college!  Combined with my 8 years in the services industry and being a top rated business man throughout my years, I feel that I am a great candidate for this loan.  I really need to help pay off these debts and especially for the ones that I love, and with the power of that love, and YOUR HELP, we will enable the opportunity save money, pay off our debts, and setup a plan to place my children through college.    Thank you my friends and have a great day and God Bless!",credit_card,Our family needs your help!,551xx,MN,16.07,0.0,Dec-2000,2.0,45.0,0.0,11.0,0.0,806.0,10.3,20.0,f,0.0,0.0,9228.56,509.1,6149.22,2322.52,0.0,756.82,7.62,Dec-2008,795.72,,Nov-2009,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
45734218,48841935,12000.0,12000.0,12000.0, 36 months,12.69,402.54,C,C2,Regional Manager,10+ years,RENT,72000.0,Not Verified,Apr-2015,Default,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=45734218,,debt_consolidation,Debt consolidation,071xx,NJ,20.33,0.0,Mar-2002,0.0,66.0,,9.0,0.0,8892.0,61.7,21.0,f,10879.83,10879.83,1601.7,1601.7,1120.17,481.53,0.0,0.0,0.0,Aug-2015,402.54,Feb-2016,Jan-2016,0.0,66.0,1.0,INDIVIDUAL,,,,0.0,0.0,42619.0,,,,,,,,,,,,14400.0,,,
15249924,17322368,35000.0,35000.0,35000.0, 60 months,16.59,862.15,D,D1,Senior Network Engineer,8 years,MORTGAGE,152000.0,Verified,May-2014,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=15249924,,debt_consolidation,Debt consolidation,601xx,IL,9.03,0.0,Jan-2006,0.0,69.0,114.0,7.0,1.0,26346.0,77.0,12.0,w,0.0,0.0,40904.29,40904.29,35000.0,5904.29,0.0,0.0,0.0,Jun-2015,30558.49,,Jun-2015,0.0,69.0,1.0,INDIVIDUAL,,,,0.0,0.0,338119.0,,,,,,,,,,,,34200.0,,,
23844358,26217155,12000.0,12000.0,12000.0, 36 months,18.24,435.28,D,D5,CRM,4 years,RENT,50000.0,Not Verified,Aug-2014,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=23844358,,debt_consolidation,Debt consolidation,921xx,CA,9.39,0.0,Sep-2003,0.0,78.0,,9.0,0.0,12987.0,86.6,17.0,f,0.0,0.0,4788.08,4788.08,3003.03,1785.05,0.0,0.0,0.0,Jul-2015,435.28,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,12987.0,,,,,,,,,,,,15000.0,,,
3725298,4717543,4000.0,4000.0,4000.0, 36 months,17.27,143.15,C,C5,Modine Manufacturing Company,5 years,MORTGAGE,50000.0,Source Verified,Mar-2013,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=3725298,,debt_consolidation,Projects,600xx,IL,23.23,0.0,Nov-1995,1.0,46.0,,11.0,0.0,18284.0,88.3,15.0,f,0.0,0.0,1864.33,1864.33,910.82,516.58,0.0,436.93,4.3693,Jan-2014,143.15,,Jun-2014,0.0,46.0,1.0,INDIVIDUAL,,,,0.0,0.0,33327.0,,,,,,,,,,,,20700.0,,,
8125265,9867383,11100.0,11100.0,11100.0, 36 months,15.1,385.33,C,C2,TSO,1 year,RENT,32000.0,Source Verified,Oct-2013,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=8125265,,credit_card,Credit card refinancing,324xx,FL,31.31,0.0,Dec-1997,0.0,27.0,,4.0,0.0,13294.0,94.3,17.0,w,0.0,0.0,2311.98,2311.98,1521.08,790.9,0.0,0.0,0.0,Apr-2014,385.33,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,28983.0,,,,,,,,,,,,14100.0,,,
19107474,21310088,8000.0,8000.0,7900.0, 36 months,10.99,261.88,B,B3,Service Coordinator,10+ years,MORTGAGE,21382.0,Not Verified,Jul-2014,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=19107474,,debt_consolidation,Debt consolidation,259xx,WV,29.81,0.0,Feb-2003,0.0,36.0,,7.0,0.0,6861.0,81.7,11.0,f,4765.77,4706.2,4190.08,4137.7,3234.23,955.85,0.0,0.0,0.0,Nov-2015,261.88,Feb-2016,Jan-2016,0.0,36.0,1.0,INDIVIDUAL,,,,0.0,0.0,17055.0,,,,,,,,,,,,8400.0,,,
7078688,8740756,16000.0,16000.0,16000.0, 36 months,18.25,580.45,D,D2,CPW,6 years,RENT,70000.0,Verified,Sep-2013,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7078688,  Borrower added on 09/04/13 > I want to settle all my accounts to be paid and then be free of debts after 3 years. By that time I will be able to enjoy along with my family the fruit of all our labor.<br>,debt_consolidation,Debt Consolidation,914xx,CA,22.95,0.0,May-2006,1.0,,,16.0,0.0,19906.0,79.9,21.0,f,6323.32,6323.32,13930.15,13930.15,9676.68,4253.47,0.0,0.0,0.0,Oct-2015,580.45,Jan-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,36489.0,,,,,,,,,,,,24900.0,,,
55341981,58943742,5000.0,5000.0,5000.0, 36 months,13.33,169.27,C,C3,Senior Center Manager,2 years,MORTGAGE,75000.0,Not Verified,Jul-2015,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55341981,,vacation,Vacation,386xx,MS,26.51,0.0,Oct-1999,0.0,,,9.0,0.0,12464.0,50.7,15.0,w,4655.01,4655.01,504.11,504.11,344.99,159.12,0.0,0.0,0.0,Nov-2015,169.27,Jan-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,108424.0,,,,,,,,,,,,24600.0,,,
38527189,41241060,9450.0,9450.0,9450.0, 36 months,18.54,344.21,E,E1,Account Resolution Specialist,10+ years,RENT,36000.0,Source Verified,Jan-2015,Default,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38527189,,debt_consolidation,Debt consolidation,840xx,UT,39.03,0.0,Apr-1988,1.0,,,11.0,0.0,5783.0,41.3,16.0,f,7996.56,7996.56,2390.0,2390.0,1453.44,936.56,0.0,0.0,0.0,Aug-2015,344.21,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,42813.0,,,,,,,,,,,,14000.0,,,
3632804,4585646,18000.0,18000.0,18000.0, 36 months,11.14,590.5,B,B2,Alliance Data,4 years,OWN,41000.0,Verified,Mar-2013,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=3632804,,debt_consolidation,Credit Card Debt Consolidation,432xx,OH,14.94,0.0,Sep-2003,0.0,,,10.0,0.0,24579.0,57.0,17.0,w,0.0,0.0,14171.56,14171.56,11323.7,2847.86,0.0,0.0,0.0,Mar-2015,590.5,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,147723.0,,,,,,,,,,,,43100.0,,,
55857873,59499601,20000.0,20000.0,19900.0, 60 months,18.55,513.88,E,E2,Workforce Management Admin,10+ years,RENT,60000.0,Verified,Jul-2015,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55857873,,credit_card,Credit card refinancing,185xx,PA,27.9,0.0,Jun-1996,0.0,74.0,,13.0,0.0,30524.0,72.0,30.0,f,0.0,0.0,20502.55,20400.04,20000.0,502.55,0.0,0.0,0.0,Aug-2015,20543.77,,Sep-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,35156.0,,,,,,,,,,,,42300.0,,,
39469320,42273040,20000.0,20000.0,20000.0, 36 months,8.19,628.49,A,A5,assembler,10+ years,MORTGAGE,80000.0,Source Verified,Jan-2015,Default,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39469320,,credit_card,Credit card refinancing,402xx,KY,14.64,0.0,Mar-1984,0.0,,,12.0,0.0,35670.0,74.8,29.0,w,16484.75,16484.75,4390.33,4390.33,3515.25,875.08,0.0,0.0,0.0,Aug-2015,628.49,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,35670.0,,,,,,,,,,,,47700.0,,,
12907358,14939535,35000.0,35000.0,35000.0, 60 months,22.45,975.64,E,E5,School Counselor,6 years,MORTGAGE,80165.0,Verified,Mar-2014,Default,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12907358,"  Borrower added on 03/17/14 > This loan is for debt consolidation. I pay my bills on time but want to consolidate my credit cards. Other than my mortgage and cell phone, I will have no other major expenses. I own my car. My credit was charged up because I had to take care of my grandmother. I sincerely appreciate the help.<br>",debt_consolidation,Debt consolidation,080xx,NJ,18.09,0.0,Oct-1994,1.0,,,15.0,0.0,43976.0,77.6,28.0,f,28647.25,28647.25,16586.24,16586.24,6352.75,10233.49,0.0,0.0,0.0,Sep-2015,975.64,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,275336.0,,,,,,,,,,,,56700.0,,,
5760688,7192631,18400.0,18400.0,18400.0, 60 months,16.29,450.3,C,C4,3M Company,7 years,MORTGAGE,53000.0,Verified,Jun-2013,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=5760688,"  Borrower added on 06/12/13 > To put all of our debt under one payment, which will still end up saving us $400-$500 every month.<br>",credit_card,Debt Refinance,647xx,MO,17.73,0.0,Sep-2000,0.0,55.0,,9.0,0.0,13346.0,78.0,24.0,f,0.0,0.0,5850.62,5850.62,2828.48,3022.14,0.0,0.0,0.0,Jul-2014,450.3,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,468.0,105886.0,,,,,,,,,,,,17100.0,,,
38549730,41333671,12000.0,12000.0,12000.0, 36 months,10.49,389.98,B,B3,Pharmacist,1 year,RENT,97500.0,Not Verified,Jan-2015,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38549730,,debt_consolidation,Debt consolidation,070xx,NJ,36.26,0.0,Oct-1999,0.0,,,14.0,0.0,8475.0,19.1,30.0,f,0.0,0.0,12735.11,12735.11,12000.0,735.11,0.0,0.0,0.0,Aug-2015,10402.22,,Sep-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,71206.0,,,,,,,,,,,,44400.0,,,
4767303,6029583,10000.0,10000.0,10000.0, 36 months,14.33,343.39,C,C1,"Citibank, N.A.",5 years,RENT,45000.0,Not Verified,May-2013,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=4767303,,debt_consolidation,Higher interest debt consolidation,571xx,SD,19.23,0.0,Aug-2000,0.0,,107.0,12.0,1.0,13626.0,70.2,13.0,f,0.0,0.0,10236.08,10236.08,10000.0,236.08,0.0,0.0,0.0,Jul-2013,9895.65,,Jun-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,16531.0,,,,,,,,,,,,19400.0,,,
15360416,17432842,12000.0,12000.0,12000.0, 60 months,15.61,289.34,C,C5,Lead Solutions Engineer,3 years,RENT,115720.0,Source Verified,Apr-2014,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=15360416,,debt_consolidation,Debt consolidation,940xx,CA,18.74,1.0,Mar-2002,0.0,8.0,,11.0,0.0,9061.0,60.0,26.0,w,9483.15,9483.15,4918.78,4918.78,2516.85,2401.93,0.0,0.0,0.0,Oct-2015,289.34,Jan-2016,Jan-2016,0.0,63.0,1.0,INDIVIDUAL,,,,0.0,0.0,43307.0,,,,,,,,,,,,15100.0,,,
26830211,29313154,7200.0,7200.0,7200.0, 36 months,14.99,249.56,C,C5,Contract specialist,10+ years,RENT,84000.0,Verified,Sep-2014,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=26830211,,debt_consolidation,Debt consolidation,207xx,MD,20.4,0.0,Feb-2000,0.0,39.0,,7.0,0.0,2992.0,66.5,18.0,f,0.0,0.0,2261.04,2261.04,1497.5,748.54,15.0,0.0,0.0,Jun-2015,499.12,,Dec-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,300.0,83225.0,,,,,,,,,,,,4500.0,,,
